JobID,Title,ExperienceLevel,YearsOfExperience,Skills,Responsibilities,Keywords,combined_job_profile
CW-013,content writer,Mid-Level,0.0,content strategy support seo optimization advanced writing and editing research and fact checking multi format content creation cms tools ai assisted content creation collaboration with marketing teams digital marketing knowledge time management,create and optimize content for multiple formats conduct keyword research and implement seo strategies edit and proofread content for quality research for accurate content creation collaborate with marketing and design teams use cms and ai tools for publishing support content strategy development track performance using analytics maintain content calendars ensure brand voice consistency,content writing seo content strategy editing research multi format content cms ai tools collaboration time management,content strategy support seo optimization advanced writing and editing research and fact checking multi format content creation cms tools ai assisted content creation collaboration with marketing teams digital marketing knowledge time management content writing seo content strategy editing research multi format content cms ai tools collaboration time management create and optimize content for multiple formats conduct keyword research and implement seo strategies edit and proofread content for quality research for accurate content creation collaborate with marketing and design teams use cms and ai tools for publishing support content strategy development track performance using analytics maintain content calendars ensure brand voice consistency content writer
CW-014,content writer,Mid-Level,0.0,content strategy planning seo keyword research advanced writing and editing content optimization research and fact checking multi format content creation digital marketing tools ga semrush cms and ai tools collaboration and teamwork time management,plan and develop content strategy create seo optimized multi format content perform editing and proofreading conduct in depth research for content accuracy collaborate with marketing and seo teams leverage ai tools for content creation use cms for publishing content track content performance and kpis maintain deadlines and content calendar ensure consistent brand messaging,content strategy seo multi format content editing research cms ai tools collaboration digital marketing tools time management,content strategy planning seo keyword research advanced writing and editing content optimization research and fact checking multi format content creation digital marketing tools ga semrush cms and ai tools collaboration and teamwork time management content strategy seo multi format content editing research cms ai tools collaboration digital marketing tools time management plan and develop content strategy create seo optimized multi format content perform editing and proofreading conduct in depth research for content accuracy collaborate with marketing and seo teams leverage ai tools for content creation use cms for publishing content track content performance and kpis maintain deadlines and content calendar ensure consistent brand messaging content writer
CW-015,content writer,Experienced,0.0,content strategy development advanced seo and keyword optimization multi format content creation editing and proofreading digital marketing tools ga semrush hubspot ai assisted writing analytics and kpi tracking collaboration with cross functional teams content calendar management project management,lead content strategy and execution create seo optimized blogs articles and multi format content edit and proofread content for quality use digital marketing and analytics tools to monitor performance collaborate with marketing design and seo teams implement ai assisted content creation manage content calendars track kpis and measure content impact ensure consistent brand voice mentor junior content writers,content strategy seo multi format content editing digital marketing tools ai tools analytics collaboration project management content calendar,content strategy development advanced seo and keyword optimization multi format content creation editing and proofreading digital marketing tools ga semrush hubspot ai assisted writing analytics and kpi tracking collaboration with cross functional teams content calendar management project management content strategy seo multi format content editing digital marketing tools ai tools analytics collaboration project management content calendar lead content strategy and execution create seo optimized blogs articles and multi format content edit and proofread content for quality use digital marketing and analytics tools to monitor performance collaborate with marketing design and seo teams implement ai assisted content creation manage content calendars track kpis and measure content impact ensure consistent brand voice mentor junior content writers content writer
CW-016,content writer,Experienced,0.0,content strategy leadership advanced seo techniques content marketing editing and proofreading multi format content creation digital marketing tools proficiency ai assisted content creation performance tracking collaboration and mentoring project management,develop and implement comprehensive content strategies create and optimize multi format content aligned with seo and marketing goals edit and proofread content for quality assurance use analytics and marketing tools to measure content effectiveness leverage ai assisted tools for content production collaborate with cross functional teams manage content calendars and deadlines track content kpis and adjust strategies mentor and train junior writers ensure content aligns with brand guidelines,content strategy seo content marketing multi format content editing digital marketing tools ai tools performance tracking collaboration project management,content strategy leadership advanced seo techniques content marketing editing and proofreading multi format content creation digital marketing tools proficiency ai assisted content creation performance tracking collaboration and mentoring project management content strategy seo content marketing multi format content editing digital marketing tools ai tools performance tracking collaboration project management develop and implement comprehensive content strategies create and optimize multi format content aligned with seo and marketing goals edit and proofread content for quality assurance use analytics and marketing tools to measure content effectiveness leverage ai assisted tools for content production collaborate with cross functional teams manage content calendars and deadlines track content kpis and adjust strategies mentor and train junior writers ensure content aligns with brand guidelines content writer
CW-017,content writer,Fresher,0.0,writing clarity grammar and punctuation basic seo knowledge content research proofreading cms familiarity ai tools exposure creativity digital marketing awareness adaptable tone and style,write engaging and clear content for blogs and articles perform research and fact checking apply basic seo practices proofread and edit content publish content on cms adapt content style to audience collaborate with marketing teams familiarize with ai assisted content tools maintain content deadlines ensure alignment with brand guidelines,content writing seo proofreading cms ai tools research creativity blogs articles digital marketing,writing clarity grammar and punctuation basic seo knowledge content research proofreading cms familiarity ai tools exposure creativity digital marketing awareness adaptable tone and style content writing seo proofreading cms ai tools research creativity blogs articles digital marketing write engaging and clear content for blogs and articles perform research and fact checking apply basic seo practices proofread and edit content publish content on cms adapt content style to audience collaborate with marketing teams familiarize with ai assisted content tools maintain content deadlines ensure alignment with brand guidelines content writer
CW-018,content writer,Mid-Level,0.0,content strategy support advanced writing and editing seo optimization research and fact checking multi format content creation cms proficiency ai assisted content creation collaboration digital marketing awareness time management,create and optimize content for blogs social media and other formats perform keyword research and implement seo strategies edit and proofread content conduct research to ensure accuracy collaborate with marketing and design teams use cms and ai tools for publishing support content strategy planning track content performance using analytics maintain content calendars ensure brand consistency in content,content writing seo content strategy editing research cms ai tools collaboration time management multi format content,content strategy support advanced writing and editing seo optimization research and fact checking multi format content creation cms proficiency ai assisted content creation collaboration digital marketing awareness time management content writing seo content strategy editing research cms ai tools collaboration time management multi format content create and optimize content for blogs social media and other formats perform keyword research and implement seo strategies edit and proofread content conduct research to ensure accuracy collaborate with marketing and design teams use cms and ai tools for publishing support content strategy planning track content performance using analytics maintain content calendars ensure brand consistency in content content writer
CW-019,content writer,Experienced,0.0,content strategy leadership advanced seo multi format content creation editing and proofreading digital marketing tools ga semrush hubspot ai assisted writing analytics and kpi tracking collaboration with cross functional teams content calendar management project management,lead content strategy development create seo optimized content for multiple formats edit and proofread content for accuracy and quality leverage digital marketing tools to monitor performance use ai assisted content creation tools collaborate with cross functional teams manage content calendars and deadlines track kpis and adjust strategies accordingly ensure brand voice consistency mentor junior content writers,content strategy seo multi format content editing digital marketing tools ai tools analytics collaboration project management content calendar,content strategy leadership advanced seo multi format content creation editing and proofreading digital marketing tools ga semrush hubspot ai assisted writing analytics and kpi tracking collaboration with cross functional teams content calendar management project management content strategy seo multi format content editing digital marketing tools ai tools analytics collaboration project management content calendar lead content strategy development create seo optimized content for multiple formats edit and proofread content for accuracy and quality leverage digital marketing tools to monitor performance use ai assisted content creation tools collaborate with cross functional teams manage content calendars and deadlines track kpis and adjust strategies accordingly ensure brand voice consistency mentor junior content writers content writer
CW-020,content writer,Experienced,0.0,comprehensive content strategy advanced seo and analytics content marketing editing and proofreading multi format content creation digital marketing tools ai assisted content optimization cross functional collaboration performance tracking and kpi analysis project management for content initiatives,develop and execute strategic content plans create seo optimized content across multiple formats edit and proofread content for high quality use analytics and marketing tools to measure performance leverage ai tools to optimize content collaborate with marketing seo and design teams track kpis and performance metrics manage content calendars and deadlines ensure consistency of brand voice mentor and train junior writers,content strategy seo content marketing multi format content editing digital marketing tools ai tools collaboration analytics project management,comprehensive content strategy advanced seo and analytics content marketing editing and proofreading multi format content creation digital marketing tools ai assisted content optimization cross functional collaboration performance tracking and kpi analysis project management for content initiatives content strategy seo content marketing multi format content editing digital marketing tools ai tools collaboration analytics project management develop and execute strategic content plans create seo optimized content across multiple formats edit and proofread content for high quality use analytics and marketing tools to measure performance leverage ai tools to optimize content collaborate with marketing seo and design teams track kpis and performance metrics manage content calendars and deadlines ensure consistency of brand voice mentor and train junior writers content writer
CW-101,copywriter,Fresher,0.0,clear and persuasive writing grammar and punctuation mastery proofreading and editing tone and style adaptation creativity and storytelling basic seo knowledge research and fact checking familiarity with digital marketing channels cms basics wordpress hubspot ai writing tool awareness,write clear and compelling copy for web social media and email proofread and edit content for accuracy and clarity adapt writing style to target audiences and brand voice conduct basic research for content accuracy apply basic seo and keyword usage collaborate with marketing team publish content using cms tools use ai tools to enhance content creation meet deadlines for multiple content pieces learn content performance tracking basics,copywriting seo grammar proofreading cms ai tools digital marketing storytelling creativity content writing,clear and persuasive writing grammar and punctuation mastery proofreading and editing tone and style adaptation creativity and storytelling basic seo knowledge research and fact checking familiarity with digital marketing channels cms basics wordpress hubspot ai writing tool awareness copywriting seo grammar proofreading cms ai tools digital marketing storytelling creativity content writing write clear and compelling copy for web social media and email proofread and edit content for accuracy and clarity adapt writing style to target audiences and brand voice conduct basic research for content accuracy apply basic seo and keyword usage collaborate with marketing team publish content using cms tools use ai tools to enhance content creation meet deadlines for multiple content pieces learn content performance tracking basics copywriter
CW-102,copywriter,Fresher,0.0,persuasive copywriting content editing and proofreading creativity and storytelling basic seo practices research and accuracy adaptable writing style email and social media familiarity cms usage ai assisted writing tools time management,produce engaging copy for campaigns proofread and edit content research for content accuracy and relevance apply seo basics and keywords adapt tone for brand consistency collaborate with marketing and design teams use cms to publish content leverage ai tools for efficiency manage multiple content deadlines assist in content performance tracking,copywriting content editing seo storytelling cms ai tools digital marketing creativity email marketing social media,persuasive copywriting content editing and proofreading creativity and storytelling basic seo practices research and accuracy adaptable writing style email and social media familiarity cms usage ai assisted writing tools time management copywriting content editing seo storytelling cms ai tools digital marketing creativity email marketing social media produce engaging copy for campaigns proofread and edit content research for content accuracy and relevance apply seo basics and keywords adapt tone for brand consistency collaborate with marketing and design teams use cms to publish content leverage ai tools for efficiency manage multiple content deadlines assist in content performance tracking copywriter
CW-103,copywriter,Mid-Level,0.0,advanced copywriting seo optimization content research brand voice consistency editing and proofreading digital marketing channel familiarity cms proficiency ai assisted writing tools storytelling and creativity collaboration with marketing teams,develop persuasive and seo optimized copy for multiple channels edit and proofread content for accuracy and tone conduct in depth research for content relevance ensure consistent brand voice across all materials collaborate with marketing and design teams use cms to manage content leverage ai tools to enhance productivity track content performance with analytics provide creative input for campaigns support junior copywriters,copywriting seo content research editing brand voice cms ai tools digital marketing storytelling collaboration,advanced copywriting seo optimization content research brand voice consistency editing and proofreading digital marketing channel familiarity cms proficiency ai assisted writing tools storytelling and creativity collaboration with marketing teams copywriting seo content research editing brand voice cms ai tools digital marketing storytelling collaboration develop persuasive and seo optimized copy for multiple channels edit and proofread content for accuracy and tone conduct in depth research for content relevance ensure consistent brand voice across all materials collaborate with marketing and design teams use cms to manage content leverage ai tools to enhance productivity track content performance with analytics provide creative input for campaigns support junior copywriters copywriter
CW-104,copywriter,Mid-Level,0.0,strategic copywriting seo and keyword optimization content research and accuracy editing and proofreading brand voice alignment digital marketing expertise cms and ai tools storytelling collaboration and communication time management,write strategic persuasive copy for campaigns and web content ensure seo best practices are applied conduct research to maintain factual accuracy edit and proofread for quality and brand tone collaborate with marketing design and seo teams use cms and ai assisted tools maintain content calendars track performance metrics mentor junior writers support campaign strategy development,copywriting seo editing brand voice cms ai tools digital marketing storytelling collaboration content strategy,strategic copywriting seo and keyword optimization content research and accuracy editing and proofreading brand voice alignment digital marketing expertise cms and ai tools storytelling collaboration and communication time management copywriting seo editing brand voice cms ai tools digital marketing storytelling collaboration content strategy write strategic persuasive copy for campaigns and web content ensure seo best practices are applied conduct research to maintain factual accuracy edit and proofread for quality and brand tone collaborate with marketing design and seo teams use cms and ai assisted tools maintain content calendars track performance metrics mentor junior writers support campaign strategy development copywriter
CW-105,copywriter,Experienced,0.0,content strategy advanced copywriting and editing seo optimization and analytics brand messaging multi format content creation digital marketing channels and tools ai assisted content creation collaboration and leadership project management time management,lead copywriting strategy across campaigns create seo optimized content for web email and social media edit and proofread copy ensuring brand voice consistency conduct research to enhance content relevance collaborate with cross functional teams use cms and ai tools for content production monitor content performance and adjust strategy mentor and guide junior copywriters manage deadlines and project timelines support marketing strategy execution,copywriting content strategy seo editing brand messaging cms ai tools digital marketing collaboration project management,content strategy advanced copywriting and editing seo optimization and analytics brand messaging multi format content creation digital marketing channels and tools ai assisted content creation collaboration and leadership project management time management copywriting content strategy seo editing brand messaging cms ai tools digital marketing collaboration project management lead copywriting strategy across campaigns create seo optimized content for web email and social media edit and proofread copy ensuring brand voice consistency conduct research to enhance content relevance collaborate with cross functional teams use cms and ai tools for content production monitor content performance and adjust strategy mentor and guide junior copywriters manage deadlines and project timelines support marketing strategy execution copywriter
CW-106,copywriter,Experienced,0.0,strategic copywriting advanced seo and analytics multi format content creation editing and proofreading brand consistency digital marketing strategy ai assisted content optimization team leadership and collaboration project management performance tracking,develop and execute comprehensive copywriting strategies produce high quality copy across multiple formats apply seo best practices and track performance edit and proofread content ensuring brand voice collaborate with marketing design and product teams utilize ai tools to enhance productivity and creativity mentor junior copywriters manage projects and content calendars analyze content kpis and improve strategy support integrated marketing campaigns,copywriting seo content strategy editing brand consistency cms ai tools digital marketing collaboration project management,strategic copywriting advanced seo and analytics multi format content creation editing and proofreading brand consistency digital marketing strategy ai assisted content optimization team leadership and collaboration project management performance tracking copywriting seo content strategy editing brand consistency cms ai tools digital marketing collaboration project management develop and execute comprehensive copywriting strategies produce high quality copy across multiple formats apply seo best practices and track performance edit and proofread content ensuring brand voice collaborate with marketing design and product teams utilize ai tools to enhance productivity and creativity mentor junior copywriters manage projects and content calendars analyze content kpis and improve strategy support integrated marketing campaigns copywriter
CW-107,copywriter,Fresher,0.0,grammar and punctuation persuasive writing storytelling seo basics research and fact checking cms familiarity ai writing tools creativity time management communication,write clear and compelling copy for campaigns apply basic seo and keyword practices research content topics proofread and edit content publish content using cms tools adapt tone and style for different audiences collaborate with marketing teams use ai tools for content creation meet content deadlines ensure brand voice consistency,copywriting seo grammar proofreading cms ai tools storytelling creativity time management communication,grammar and punctuation persuasive writing storytelling seo basics research and fact checking cms familiarity ai writing tools creativity time management communication copywriting seo grammar proofreading cms ai tools storytelling creativity time management communication write clear and compelling copy for campaigns apply basic seo and keyword practices research content topics proofread and edit content publish content using cms tools adapt tone and style for different audiences collaborate with marketing teams use ai tools for content creation meet content deadlines ensure brand voice consistency copywriter
CW-108,copywriter,Mid-Level,0.0,strategic copywriting seo optimization editing and proofreading research and fact checking content adaptation for brand voice digital marketing familiarity cms proficiency ai assisted content tools storytelling and creativity team collaboration,write and optimize copy for campaigns and web edit and proofread content ensuring quality conduct research for accuracy and relevance maintain brand voice consistency collaborate with marketing and design teams use cms and ai assisted tools for publishing track content performance support content strategy development mentor junior writers manage multiple content deadlines,copywriting seo editing brand voice cms ai tools storytelling research collaboration content strategy,strategic copywriting seo optimization editing and proofreading research and fact checking content adaptation for brand voice digital marketing familiarity cms proficiency ai assisted content tools storytelling and creativity team collaboration copywriting seo editing brand voice cms ai tools storytelling research collaboration content strategy write and optimize copy for campaigns and web edit and proofread content ensuring quality conduct research for accuracy and relevance maintain brand voice consistency collaborate with marketing and design teams use cms and ai assisted tools for publishing track content performance support content strategy development mentor junior writers manage multiple content deadlines copywriter
CW-109,copywriter,Experienced,0.0,content strategy advanced seo multi format copywriting editing and proofreading brand voice alignment digital marketing tools ai assisted content creation collaboration and leadership project management performance tracking,lead copywriting and content strategy produce seo optimized copy across channels edit and proofread content for quality and consistency collaborate with cross functional teams leverage ai assisted tools track content kpis and improve performance mentor junior copywriters manage content calendars ensure brand messaging consistency support marketing campaign execution,copywriting content strategy seo editing brand voice cms ai tools collaboration project management digital marketing,content strategy advanced seo multi format copywriting editing and proofreading brand voice alignment digital marketing tools ai assisted content creation collaboration and leadership project management performance tracking copywriting content strategy seo editing brand voice cms ai tools collaboration project management digital marketing lead copywriting and content strategy produce seo optimized copy across channels edit and proofread content for quality and consistency collaborate with cross functional teams leverage ai assisted tools track content kpis and improve performance mentor junior copywriters manage content calendars ensure brand messaging consistency support marketing campaign execution copywriter
CW-110,copywriter,Experienced,0.0,strategic content planning advanced copywriting and editing seo and analytics expertise multi format content creation digital marketing integration brand voice consistency ai assisted writing tools team leadership project management kpi analysis,develop and execute content strategy produce high quality copy optimized for seo edit and proofread content maintaining brand voice integrate copy into multi channel digital marketing campaigns leverage ai tools for content generation collaborate with cross functional teams mentor junior copywriters track and analyze performance metrics manage content projects and deadlines support overall marketing strategy,copywriting content strategy seo editing digital marketing brand voice ai tools team leadership project management analytics,strategic content planning advanced copywriting and editing seo and analytics expertise multi format content creation digital marketing integration brand voice consistency ai assisted writing tools team leadership project management kpi analysis copywriting content strategy seo editing digital marketing brand voice ai tools team leadership project management analytics develop and execute content strategy produce high quality copy optimized for seo edit and proofread content maintaining brand voice integrate copy into multi channel digital marketing campaigns leverage ai tools for content generation collaborate with cross functional teams mentor junior copywriters track and analyze performance metrics manage content projects and deadlines support overall marketing strategy copywriter
CW-111,copywriter,Fresher,0.0,grammar and punctuation persuasive writing basic seo knowledge storytelling content research cms familiarity ai writing tools awareness creativity time management communication,write clear and persuasive copy for websites emails and social media apply basic seo principles and keyword usage conduct research to ensure factual content edit and proofread for clarity and accuracy use cms to publish content adapt tone to target audiences collaborate with marketing and design teams leverage ai tools for content creation meet deadlines for multiple content pieces support junior content projects,copywriting seo storytelling cms ai tools grammar content research creativity communication time management,grammar and punctuation persuasive writing basic seo knowledge storytelling content research cms familiarity ai writing tools awareness creativity time management communication copywriting seo storytelling cms ai tools grammar content research creativity communication time management write clear and persuasive copy for websites emails and social media apply basic seo principles and keyword usage conduct research to ensure factual content edit and proofread for clarity and accuracy use cms to publish content adapt tone to target audiences collaborate with marketing and design teams leverage ai tools for content creation meet deadlines for multiple content pieces support junior content projects copywriter
CW-112,copywriter,Mid-Level,0.0,advanced copywriting seo optimization content research and accuracy editing and proofreading brand voice consistency digital marketing tools cms proficiency ai assisted content creation storytelling and creativity collaboration,develop compelling copy for campaigns web and social media optimize content for seo and keyword relevance conduct thorough research for accuracy edit and proofread content ensure brand voice consistency across all channels collaborate with marketing design and seo teams use cms and ai tools for content management support content strategy planning mentor junior copywriters track performance and refine content strategies,copywriting seo content research editing brand voice cms ai tools storytelling collaboration digital marketing,advanced copywriting seo optimization content research and accuracy editing and proofreading brand voice consistency digital marketing tools cms proficiency ai assisted content creation storytelling and creativity collaboration copywriting seo content research editing brand voice cms ai tools storytelling collaboration digital marketing develop compelling copy for campaigns web and social media optimize content for seo and keyword relevance conduct thorough research for accuracy edit and proofread content ensure brand voice consistency across all channels collaborate with marketing design and seo teams use cms and ai tools for content management support content strategy planning mentor junior copywriters track performance and refine content strategies copywriter
CW-113,copywriter,Experienced,0.0,strategic copywriting advanced seo and analytics multi format content creation editing and proofreading brand messaging and consistency digital marketing integration ai assisted writing tools leadership and mentoring project management performance measurement,lead copywriting strategy and execution create seo optimized content across multiple channels edit and proofread for quality and brand voice alignment develop content for various formats web email social media video scripts integrate copy into digital marketing campaigns leverage ai assisted content tools mentor junior writers and provide feedback manage content projects and deadlines measure content performance using analytics tools collaborate with cross functional teams for content strategy,copywriting content strategy seo editing brand messaging digital marketing ai tools leadership project management performance analysis,strategic copywriting advanced seo and analytics multi format content creation editing and proofreading brand messaging and consistency digital marketing integration ai assisted writing tools leadership and mentoring project management performance measurement copywriting content strategy seo editing brand messaging digital marketing ai tools leadership project management performance analysis lead copywriting strategy and execution create seo optimized content across multiple channels edit and proofread for quality and brand voice alignment develop content for various formats web email social media video scripts integrate copy into digital marketing campaigns leverage ai assisted content tools mentor junior writers and provide feedback manage content projects and deadlines measure content performance using analytics tools collaborate with cross functional teams for content strategy copywriter
CW-114,copywriter,Experienced,0.0,content strategy advanced copywriting and editing seo optimization multi format content creation digital marketing integration brand voice consistency ai content tools team leadership project management analytics and kpi tracking,develop comprehensive content strategies produce high quality copy optimized for seo and engagement edit and proofread to maintain brand voice create content for multiple formats including digital campaigns blogs and videos integrate copy with marketing initiatives use ai tools to enhance content production lead and mentor content teams manage projects timelines and deadlines analyze content performance and adjust strategies collaborate with cross functional teams to align content with business goals,copywriting content strategy seo editing digital marketing brand voice ai tools leadership project management analytics,content strategy advanced copywriting and editing seo optimization multi format content creation digital marketing integration brand voice consistency ai content tools team leadership project management analytics and kpi tracking copywriting content strategy seo editing digital marketing brand voice ai tools leadership project management analytics develop comprehensive content strategies produce high quality copy optimized for seo and engagement edit and proofread to maintain brand voice create content for multiple formats including digital campaigns blogs and videos integrate copy with marketing initiatives use ai tools to enhance content production lead and mentor content teams manage projects timelines and deadlines analyze content performance and adjust strategies collaborate with cross functional teams to align content with business goals copywriter
CW-115,copywriter,Fresher,0.0,grammar and punctuation persuasive writing basic seo knowledge storytelling research and fact checking cms usage ai writing tools creativity time management team collaboration,create engaging copy for websites and social media apply basic seo practices research content topics for accuracy edit and proofread copy publish content using cms tools adapt writing style to different audiences collaborate with marketing teams use ai writing tools to enhance productivity manage content deadlines support content performance tracking,copywriting seo grammar storytelling cms ai tools research creativity collaboration time management,grammar and punctuation persuasive writing basic seo knowledge storytelling research and fact checking cms usage ai writing tools creativity time management team collaboration copywriting seo grammar storytelling cms ai tools research creativity collaboration time management create engaging copy for websites and social media apply basic seo practices research content topics for accuracy edit and proofread copy publish content using cms tools adapt writing style to different audiences collaborate with marketing teams use ai writing tools to enhance productivity manage content deadlines support content performance tracking copywriter
CW-116,copywriter,Mid-Level,0.0,strategic copywriting advanced seo content research editing and proofreading brand voice consistency cms proficiency ai assisted writing tools digital marketing knowledge collaboration creativity,write persuasive and seo optimized copy for campaigns edit and proofread content conduct research to ensure accuracy maintain brand voice across all content collaborate with marketing and design teams use cms and ai tools for content production support content strategy development mentor junior writers track content performance create multi format content,copywriting seo content research editing brand voice cms ai tools digital marketing collaboration creativity,strategic copywriting advanced seo content research editing and proofreading brand voice consistency cms proficiency ai assisted writing tools digital marketing knowledge collaboration creativity copywriting seo content research editing brand voice cms ai tools digital marketing collaboration creativity write persuasive and seo optimized copy for campaigns edit and proofread content conduct research to ensure accuracy maintain brand voice across all content collaborate with marketing and design teams use cms and ai tools for content production support content strategy development mentor junior writers track content performance create multi format content copywriter
CW-117,copywriter,Experienced,0.0,content strategy advanced copywriting seo optimization multi format content creation editing and proofreading brand consistency digital marketing integration ai assisted content tools leadership performance tracking,lead content and copywriting strategy create high quality seo optimized copy edit and proofread to maintain brand voice develop content for multiple formats integrate copy with marketing campaigns use ai tools to enhance content production mentor junior writers track kpis and analyze performance manage projects and timelines collaborate with cross functional teams,copywriting content strategy seo editing brand voice digital marketing ai tools leadership project management analytics,content strategy advanced copywriting seo optimization multi format content creation editing and proofreading brand consistency digital marketing integration ai assisted content tools leadership performance tracking copywriting content strategy seo editing brand voice digital marketing ai tools leadership project management analytics lead content and copywriting strategy create high quality seo optimized copy edit and proofread to maintain brand voice develop content for multiple formats integrate copy with marketing campaigns use ai tools to enhance content production mentor junior writers track kpis and analyze performance manage projects and timelines collaborate with cross functional teams copywriter
CW-118,copywriter,Experienced,0.0,strategic content planning advanced copywriting seo and analytics expertise editing and proofreading multi format content creation digital marketing integration brand voice consistency ai assisted writing team leadership project and performance management,develop and execute content strategies produce seo optimized copy for digital campaigns edit and proofread content ensuring brand consistency create multi format content including blogs emails and social media posts integrate content with marketing strategy leverage ai tools for content creation lead and mentor content team manage content projects and deadlines analyze content performance and optimize collaborate with cross functional teams for strategic alignment,copywriting content strategy seo editing digital marketing brand voice ai tools leadership project management analytics,strategic content planning advanced copywriting seo and analytics expertise editing and proofreading multi format content creation digital marketing integration brand voice consistency ai assisted writing team leadership project and performance management copywriting content strategy seo editing digital marketing brand voice ai tools leadership project management analytics develop and execute content strategies produce seo optimized copy for digital campaigns edit and proofread content ensuring brand consistency create multi format content including blogs emails and social media posts integrate content with marketing strategy leverage ai tools for content creation lead and mentor content team manage content projects and deadlines analyze content performance and optimize collaborate with cross functional teams for strategic alignment copywriter
CW-119,copywriter,Fresher,0.0,grammar and punctuation storytelling basic seo content research cms familiarity ai writing tools awareness creativity time management communication team collaboration,create engaging copy for websites and social media apply basic seo practices research content topics edit and proofread content publish content using cms adapt tone to audience collaborate with marketing teams leverage ai tools for writing meet deadlines support content tracking,copywriting seo cms ai tools storytelling grammar research creativity communication collaboration,grammar and punctuation storytelling basic seo content research cms familiarity ai writing tools awareness creativity time management communication team collaboration copywriting seo cms ai tools storytelling grammar research creativity communication collaboration create engaging copy for websites and social media apply basic seo practices research content topics edit and proofread content publish content using cms adapt tone to audience collaborate with marketing teams leverage ai tools for writing meet deadlines support content tracking copywriter
CW-120,copywriter,Mid-Level,0.0,advanced copywriting seo optimization content research editing and proofreading brand voice consistency cms and ai tools proficiency digital marketing knowledge storytelling collaboration creativity,write compelling seo optimized copy for campaigns edit and proofread content maintain brand voice consistency conduct research for accuracy collaborate with marketing and design teams use cms and ai tools for content production support content strategy development mentor junior writers track content performance create multi format content for digital channels,copywriting seo editing brand voice cms ai tools content research storytelling collaboration creativity,advanced copywriting seo optimization content research editing and proofreading brand voice consistency cms and ai tools proficiency digital marketing knowledge storytelling collaboration creativity copywriting seo editing brand voice cms ai tools content research storytelling collaboration creativity write compelling seo optimized copy for campaigns edit and proofread content maintain brand voice consistency conduct research for accuracy collaborate with marketing and design teams use cms and ai tools for content production support content strategy development mentor junior writers track content performance create multi format content for digital channels copywriter
CSA-F-001,cybersecurity analyst,Fresher,0.0,python c linux basics firewall configuration wireshark nessus snort encryption basics incident response,assist in monitoring network traffic support in basic vulnerability scanning help configure firewalls and ids tools document incidents and responses collaborate with team on risk assessments,network security penetration testing siem incident response vulnerability assessment firewalls malware analysis risk management,python c linux basics firewall configuration wireshark nessus snort encryption basics incident response network security penetration testing siem incident response vulnerability assessment firewalls malware analysis risk management assist in monitoring network traffic support in basic vulnerability scanning help configure firewalls and ids tools document incidents and responses collaborate with team on risk assessments cybersecurity analyst
CSA-F-002,junior security analyst,Fresher,0.0,javascript basics windows security iso basics wireshark metasploit cryptography fundamentals team collaboration,assist in log monitoring conduct basic malware scans support compliance checks assist in encryption setup help prepare incident reports,cryptography incident response firewall configuration malware analysis siem risk assessment iso,javascript basics windows security iso basics wireshark metasploit cryptography fundamentals team collaboration cryptography incident response firewall configuration malware analysis siem risk assessment iso assist in log monitoring conduct basic malware scans support compliance checks assist in encryption setup help prepare incident reports junior security analyst
